Gender,Age,Debt,Married,BankCustomer,Industry,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,Approved_enc,Gender_Male,Married_Yes,BankCustomer_Yes,Industry_ConsumerDiscretionary,Industry_ConsumerStaples,Industry_Education,Industry_Energy,Industry_Financials,Industry_Healthcare,Industry_Industrials,Industry_InformationTechnology,Industry_Materials,Industry_Real Estate,Industry_Research,Industry_Transport,Industry_Unknown,Industry_Utilities,Industry_communicationservices,Industry_consumerdiscretionary,Industry_consumerstaples,Industry_education,Industry_energy,Industry_financials,Industry_healthcare,Industry_industrials,Industry_informationtechnology,Industry_materials,Industry_real estate,Industry_research,Industry_transport,Industry_utilities,PriorDefault_Yes,Employed_Yes,DriversLicense_Yes,Citizen_ByOtherMeans,Citizen_Temporary,Citizen_Unknown,Citizen_bybirth,Citizen_byothermeans,Citizen_temporary
Male,48.65,14.95,Yes,Yes,Financials,Yes,Yes,49.0,Yes,ByOtherMeans,44530,93681.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Male,41.58,27.15,Yes,Yes,Education,Yes,Yes,28.0,No,ByBirth,56886,23967.0,Approved,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,68.5,19.01,No,Yes,Education,Yes,Yes,28.0,No,ByBirth,1546,1800.0,Approved,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,74.93,1.58,Yes,No,Financials,Yes,No,36.0,Yes,Unknown,36123,38805.0,Rejected,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
Male,38.09,24.2,Yes,Yes,transport,Yes,Yes,44.0,Yes,Unknown,2638,68792.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
Female,61.51,19.85,Yes,Yes,Energy,Yes,No,60.0,Yes,ByBirth,44827,25839.0,Approved,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,74.88,10.05,No,Yes,InformationTechnology,No,Yes,5.0,No,ByOtherMeans,46857,11961.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Female,55.93,27.99,Yes,No,Transport,Yes,No,24.0,No,ByOtherMeans,26007,69069.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Female,27.8,2.07,Yes,Yes,Energy,No,Yes,18.0,Yes,ByBirth,93869,23495.0,Rejected,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,18.62,15.76,Yes,Yes,CommunicationServices,No,Yes,48.0,Yes,ByBirth,46261,16464.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,45.53,19.25,Yes,Yes,utilities,Yes,Yes,3.0,No,ByBirth,64820,5834.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Male,61.26,13.96,Yes,Yes,ConsumerStaples,Yes,Yes,67.0,Yes,ByBirth,16561,37360.0,Approved,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,22.33,23.18,Yes,Yes,Unknown,No,Yes,40.0,Yes,ByBirth,96792,25885.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,47.61,22.79,No,Yes,Utilities,Yes,No,23.0,No,Temporary,75263,26852.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Male,31.16,22.15,Yes,No,ConsumerDiscretionary,Yes,Yes,16.0,No,Unknown,5831,83461.0,Approved,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
Female,78.04,25.9,No,Yes,Education,Yes,Yes,58.0,Yes,Unknown,77791,999999.0,Approved,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Male,35.19,21.9,No,No,Research,Yes,Yes,20.0,No,ByBirth,32910,8544.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,30.75,18.25,Yes,Yes,Energy,No,No,3.0,Yes,ByOtherMeans,78143,-1.0,Rejected,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Male,55.24,10.58,Yes,Yes,Transport,Yes,Yes,34.0,Yes,ByBirth,74926,47632.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,37.88,20.95,Yes,No,CommunicationServices,Yes,Yes,16.0,Yes,bybirth,46936,40469.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Male,21.61,23.03,No,No,Education,Yes,Yes,66.0,Yes,Unknown,23926,87956.0,Approved,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Male,61.49,0.98,Yes,Yes,ConsumerDiscretionary,Yes,Yes,5.0,Yes,Temporary,48154,49471.0,Approved,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
Female,47.61,5.53,No,No,InformationTechnology,Yes,No,23.0,Yes,ByOtherMeans,73007,15592.0,Rejected,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Male,72.38,13.87,Yes,No,Materials,No,Yes,54.0,Yes,Unknown,31360,49614.0,Rejected,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Male,47.61,8.42,No,Yes,Unknown,Yes,Yes,30.0,Yes,ByBirth,99216,19167.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,75.87,17.55,Yes,No,Unknown,Yes,Yes,0.0,Yes,ByBirth,59743,49471.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,53.64,20.52,Yes,No,Energy,Yes,No,63.0,Yes,ByBirth,17353,38320.0,Approved,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,52.69,11.94,No,Yes,Utilities,No,Yes,18.0,No,Temporary,89337,54427.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Female,64.87,20.15,No,Yes,CommunicationServices,Yes,Yes,54.0,Yes,ByBirth,64199,88463.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,45.9,11.64,No,Yes,Education,Yes,No,50.0,Yes,ByBirth,1470,64867.0,Approved,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,43.74,23.46,Yes,Yes,Real Estate,Yes,Yes,20.0,No,ByBirth,93715,5974.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,28.66,16.67,No,Yes,InformationTechnology,Yes,Yes,25.0,Yes,ByBirth,15616,31844.0,Approved,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,22.05,6.32,Yes,Yes,CommunicationServices,No,Yes,11.0,Yes,ByBirth,54698,49471.0,Rejected,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,44.73,26.53,Yes,No,Materials,Yes,Yes,63.0,No,ByOtherMeans,59921,15834.0,Approved,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,49.73,25.02,No,No,materials,Yes,Yes,54.0,No,ByBirth,28318,33865.0,Approved,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,28.11,12.64,No,Yes,ConsumerStaples,No,Yes,55.0,Yes,ByOtherMeans,54626,73718.0,Approved,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,21.44,12.02,No,Yes,Transport,Yes,Yes,59.0,Yes,ByBirth,15802,76758.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,65.17,9.09,No,No,Industrials,No,Yes,38.0,Yes,ByBirth,84874,15794.0,Rejected,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,70.5,16.85,No,Yes,Transport,Yes,Yes,45.0,Yes,ByBirth,37858,192.0,Approved,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,45.75,21.39,Yes,Yes,Research,Yes,Yes,33.0,Yes,ByBirth,29626,19772.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,14.08,16.01,Yes,No,Utilities,Yes,Yes,15.0,Yes,ByBirth,61347,49471.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,54.8,4.81,Yes,Yes,Energy,No,Yes,43.0,Yes,ByBirth,18474,91742.0,Approved,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,79.4,25.44,Yes,Yes,Education,Yes,Yes,51.0,Yes,ByBirth,9072,19136.0,Approved,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,66.23,21.88,No,No,Education,Yes,Yes,12.0,Yes,ByBirth,86168,49471.0,Rejected,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,70.68,13.92,Yes,Yes,Healthcare,No,No,33.0,Yes,ByBirth,4820,36462.0,Rejected,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Female,43.75,2.2,Yes,Yes,Unknown,Yes,Yes,42.0,Yes,ByOtherMeans,92637,24841.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Female,74.02,26.1,Yes,No,InformationTechnology,No,Yes,14.0,No,ByBirth,29416,19871.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,70.05,0.69,No,Yes,InformationTechnology,No,Yes,13.0,Yes,Temporary,65558,94604.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
Female,77.97,1.78,Yes,Yes,Education,No,No,60.0,Yes,ByBirth,78896,76146.0,Rejected,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Male,69.1,13.75,No,Yes,Financials,Yes,No,55.0,Yes,ByBirth,50028,75180.0,Approved,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,79.73,26.86,Yes,Yes,Financials,No,Yes,62.0,No,ByBirth,21542,71796.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Male,49.64,15.52,No,Yes,Energy,No,Yes,62.0,Yes,ByBirth,57815,77490.0,Approved,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,47.61,20.33,No,No,InformationTechnology,Yes,No,4.0,Yes,ByBirth,44591,23039.0,Rejected,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Male,72.34,5.56,Yes,Yes,Education,No,Yes,55.0,No,Unknown,48359,3665.0,Rejected,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Female,46.98,26.76,Yes,Yes,ConsumerStaples,Yes,Yes,43.0,No,Temporary,88925,91131.0,Approved,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Male,29.59,14.3,No,Yes,InformationTechnology,No,Yes,53.0,Yes,ByBirth,62429,49471.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,66.32,11.37,Yes,Yes,utilities,Yes,Yes,6.0,Yes,ByOtherMeans,39917,60136.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Male,37.57,1.37,Yes,No,Transport,Yes,Yes,29.0,Yes,ByBirth,85369,88344.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,32.99,3.93,No,No,Education,Yes,Yes,24.0,Yes,ByBirth,54901,90571.0,Approved,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,34.69,26.37,Yes,No,ConsumerStaples,No,No,21.0,Yes,ByOtherMeans,97865,83805.0,Rejected,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Male,45.31,12.48,Yes,Yes,Industrials,Yes,Yes,25.0,No,ByBirth,64356,20096.0,Approved,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,65.64,7.91,Yes,Yes,Real Estate,Yes,Yes,8.0,No,ByBirth,18218,41047.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,71.56,21.71,No,Yes,Education,No,Yes,25.0,Yes,ByBirth,53221,90718.0,Rejected,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,28.47,11.72,Yes,Yes,Industrials,Yes,Yes,13.0,Yes,Unknown,79605,24031.0,Approved,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Male,48.39,13.24,Yes,Yes,Education,Yes,Yes,57.0,No,ByBirth,51381,63060.0,Approved,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,45.96,13.1,Yes,No,Research,Yes,Yes,44.0,No,ByBirth,52347,15997.0,Approved,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,54.64,6.73,No,Yes,Real Estate,No,Yes,6.0,Yes,Unknown,4779,12155.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Male,31.5,13.38,Yes,No,Industrials,Yes,Yes,39.0,Yes,ByBirth,79199,20182.0,Approved,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,23.63,12.56,Yes,Yes,InformationTechnology,Yes,Yes,13.0,Yes,ByBirth,20274,840.0,Approved,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,19.3,17.72,Yes,No,consumerdiscretionary,No,Yes,33.0,No,ByBirth,72906,51667.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Female,53.46,2.01,No,No,ConsumerDiscretionary,No,No,65.0,Yes,ByBirth,20992,79671.0,Rejected,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Male,42.71,11.56,Yes,Yes,Utilities,Yes,Yes,25.0,No,ByBirth,95977,49471.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,59.35,17.34,Yes,Yes,consumerstaples,Yes,Yes,33.0,Yes,ByBirth,95487,49471.0,Approved,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,77.27,0.14,Yes,Yes,Energy,No,Yes,48.0,Yes,byothermeans,38306,49471.0,Approved,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
Female,61.02,12.94,No,Yes,InformationTechnology,Yes,No,67.0,Yes,ByBirth,79338,94129.0,Approved,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Female,52.52,1.17,Yes,Yes,Real Estate,Yes,Yes,46.0,Yes,ByBirth,74499,95124.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,80.19,17.61,Yes,No,Energy,No,No,1.0,No,ByBirth,18839,51514.0,Rejected,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,73.23,12.16,No,Yes,Energy,Yes,Yes,43.0,Yes,ByBirth,39657,31137.0,Approved,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,44.74,3.43,No,Yes,Energy,No,Yes,41.0,Yes,ByBirth,149,49669.0,Rejected,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,38.29,15.26,Yes,No,Transport,No,Yes,55.0,Yes,ByBirth,7095,41530.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Female,18.72,18.39,No,No,ConsumerDiscretionary,Yes,Yes,34.0,No,Temporary,93755,38038.0,Approved,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Male,44.94,16.58,Yes,Yes,real estate,No,Yes,60.0,No,Temporary,12410,2081.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
Female,49.35,8.8,Yes,Yes,Materials,Yes,Yes,42.0,No,ByBirth,49617,16199.0,Approved,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Male,48.07,12.22,Yes,No,Education,Yes,Yes,16.0,Yes,ByBirth,4416,3923.0,Rejected,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,77.41,26.51,No,Yes,Materials,No,Yes,33.0,Yes,ByOtherMeans,4433,91119.0,Rejected,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Male,68.54,21.11,Yes,No,Industrials,Yes,Yes,50.0,Yes,Unknown,22709,80151.0,Approved,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Female,47.61,21.23,No,No,Industrials,Yes,Yes,33.0,No,ByBirth,34759,14164.0,Rejected,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,53.05,23.15,Yes,Yes,Financials,Yes,No,0.0,Yes,ByOtherMeans,20820,10961.0,Rejected,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Female,54.68,2.24,No,Yes,Industrials,No,Yes,3.0,No,Unknown,42281,5621.0,Rejected,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Female,73.31,21.71,No,No,ConsumerStaples,Yes,Yes,33.0,Yes,ByBirth,32980,76553.0,Approved,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Female,47.61,16.18,Yes,No,Materials,No,Yes,56.0,Yes,ByBirth,3740,23446.0,Rejected,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Male,22.56,2.04,No,Yes,ConsumerDiscretionary,No,Yes,13.0,Yes,ByOtherMeans,85099,95308.0,Rejected,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Female,47.61,22.91,Yes,Yes,Industrials,Yes,Yes,49.0,No,ByOtherMeans,11836,71414.0,Approved,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Male,51.72,9.42,No,Yes,Unknown,Yes,Yes,66.0,Yes,ByBirth,3144,75539.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,73.12,14.72,Yes,Yes,Transport,No,Yes,1.0,No,Unknown,31271,41504.0,Rejected,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Male,56.19,25.09,Yes,Yes,Financials,Yes,Yes,54.0,Yes,ByBirth,50239,86039.0,Approved,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Male,17.04,16.61,No,Yes,CommunicationServices,Yes,Yes,32.0,No,ByBirth,23624,48495.0,Approved,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Female,30.69,20.9,No,Yes,Unknown,No,No,49.0,Yes,ByBirth,50816,70073.0,Rejected,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
